Location	Chao1	Temperature
Non-saline	1978.015075	9.8
Non-saline	685.0705882	9.8
Non-saline	547.7391304	9.8
Saline	136.0714286	9.8
Saline	132	9.8
Saline	140	9.8
Non-saline	241.5	9.8
Non-saline	4462.244656	9.8
Non-saline	2472.010274	9.8
Non-saline	2857.12426	9.8
Non-saline	3961.863436	9.8
Non-saline	984.6535948	9.8
Non-saline	733.224	9.8
Non-saline	1392.183246	9.8
Non-saline	1767.362319	9.8
Non-saline	3948.471642	9.8
Non-saline	3476.693487	9.8
Non-saline	283.05	9.8
Non-saline	594.8333333	9.8
Non-saline	4190.486438	9.8
Non-saline	297.8	9.8
Non-saline	3785.006826	9.85
Non-saline	270.0666667	9.87
Non-saline	198.2307692	9.87
Non-saline	254.75	9.89
Non-saline	590.9347826	9.89
Saline	82.5	9.9
Saline	73.85714286	9.9
Non-saline	381.0810811	9.9
Non-saline	655.5	9.9
Saline	162.75	9.9
Saline	146.5454545	9.9
Non-saline	4401.236527	9.9
Non-saline	3247.627027	9.9
Non-saline	480.625	9.9
Non-saline	1806.023026	9.9
Non-saline	698.0952381	9.9
Non-saline	1607.76087	9.9
Non-saline	3620.008403	9.9
Non-saline	1837.557522	9.9
Non-saline	5419.730263	9.9
Saline	183.5	9.9
Non-saline	2343.968085	9.9
Non-saline	346.6363636	9.99
Non-saline	2319.842105	10
Non-saline	2639.235043	10
Non-saline	661.5526316	10
Non-saline	256.5	10
Non-saline	254.0263158	10
Saline	162.1428571	10
Saline	155.1052632	10
Saline	171.4615385	10
Saline	165.2307692	10
Saline	147.0526316	10
Saline	138.5	10
Non-saline	1896.373494	10
Non-saline	52	10
Saline	227.9565217	10
Saline	324.8857143	10.0195
Non-saline	401.5	10.02
Non-saline	331.4468085	10.07
Non-saline	5937.652605	10.07
Non-saline	263.2857143	10.08
Non-saline	388.5217391	10.1
Non-saline	295.972973	10.1
Non-saline	343.2666667	10.1
Non-saline	440.122449	10.1
Saline	145.25	10.1
Saline	155	10.1
Non-saline	1385.653543	10.1
Non-saline	2964.103093	10.1
Non-saline	4311.720621	10.1
Non-saline	5894.280374	10.1
Non-saline	3865.936404	10.1
Non-saline	4314.618056	10.1
Non-saline	119	10.1
Non-saline	2776.941953	10.1
Non-saline	1227.323529	10.1
Non-saline	1066.468085	10.1
Non-saline	614	10.11
Non-saline	319.027027	10.11
Saline	428.8	10.18475
Non-saline	303	10.19
Non-saline	1908.347368	10.2
Non-saline	398.3846154	10.2
Non-saline	318.8571429	10.2
Non-saline	267.2142857	10.2
Non-saline	249.0625	10.2
Non-saline	487.75	10.2
Non-saline	99.76923077	10.2
Non-saline	404.8	10.2
Non-saline	239.8421053	10.2
Non-saline	2260.359155	10.2
Non-saline	196.4761905	10.2
Non-saline	2859.009615	10.2
Non-saline	4390	10.2
Non-saline	354.5277778	10.2
Non-saline	1512.160839	10.2
Non-saline	1304.164557	10.2
Non-saline	2277.776923	10.2
Non-saline	4203.886525	10.2
Non-saline	82	10.21
Non-saline	1924.55814	10.23
Non-saline	338.05	10.25
Non-saline	2109.382022	10.3
Non-saline	1911.882845	10.3
Non-saline	2019.886139	10.3
Saline	135.6470588	10.3
Saline	150.375	10.3
Non-saline	2422.903846	10.3
Non-saline	213.5833333	10.3
Non-saline	770.972973	10.3
Non-saline	410.8863636	10.31
Non-saline	281.9230769	10.36
Saline	332.9782609	10.37
Saline	656.3636364	10.37
Saline	610.9230769	10.37
Non-saline	411.0461538	10.38
Non-saline	377.245283	10.38
Non-saline	1937.471503	10.4
Non-saline	244.4761905	10.4
Non-saline	218.84	10.4
Saline	208.1666667	10.4
Saline	186.047619	10.4
Saline	142.1578947	10.4
Non-saline	300	10.4
Non-saline	227.9032258	10.4
Non-saline	481.2439024	10.4
Non-saline	279.6315789	10.4
Non-saline	1911.489362	10.4
Non-saline	4192.249292	10.4
Non-saline	390.25	10.4
Non-saline	2128.057143	10.4
Non-saline	566.4102564	10.4
Non-saline	2775.115044	10.4
Non-saline	3542.141631	10.4
Non-saline	480.1764706	10.4
Non-saline	413.8709677	10.41
Non-saline	353.7179487	10.43
Non-saline	541.4776119	10.44
Non-saline	311.893617	10.45
Non-saline	387	10.45
Non-saline	395.2380952	10.45
Non-saline	401.04	10.47
Non-saline	319.4516129	10.47
Non-saline	370.097561	10.48
Non-saline	431.5	10.48
Saline	1279.086093	10.5
Saline	1280.5	10.5
Non-saline	1772.509901	10.5
Non-saline	2080.905882	10.5
Non-saline	473.362069	10.5
Non-saline	279.9166667	10.5
Saline	205.3333333	10.5
Non-saline	644.0909091	10.5
Non-saline	2207.2	10.5
Non-saline	324.15	10.5
Non-saline	128	10.5
Non-saline	1954.445545	10.5
Saline	152.1666667	10.5
Non-saline	315.5454545	10.5
Non-saline	1919.27027	10.5
Non-saline	2014.358382	10.5
Non-saline	488.2162162	10.5
Non-saline	377.625	10.5
Non-saline	3506.004673	10.5
Non-saline	316.12	10.52
Non-saline	310.3181818	10.52
Non-saline	1941.174157	10.55
Non-saline	1690.006494	10.55
Non-saline	1756.03125	10.55
Non-saline	1637.180124	10.55
Non-saline	1639.227273	10.55
Non-saline	768.0434783	10.55
Non-saline	994.5581395	10.55
Non-saline	996.8961039	10.55
Non-saline	1213.550847	10.55
Non-saline	1908.098522	10.55
Non-saline	1683.938462	10.55
Non-saline	1580.389831	10.55
Non-saline	1804.639344	10.55
Non-saline	1566.022099	10.55
Non-saline	2110.898089	10.55
Non-saline	1807.556054	10.55
Non-saline	1652.088496	10.55
Non-saline	851.7272727	10.55
Non-saline	1035.717949	10.55
Non-saline	1000.059406	10.55
Non-saline	2197.863636	10.55
Non-saline	2144.600985	10.55
Non-saline	1602.863354	10.55
Non-saline	1647.718085	10.55
Non-saline	1521.07362	10.55
Non-saline	1891.20339	10.55
Non-saline	1563.377953	10.55
Non-saline	698.53125	10.55
Non-saline	916.7878788	10.55
Non-saline	749.3125	10.55
Non-saline	2308.264706	10.55
Non-saline	1727.09375	10.55
Non-saline	1431.695946	10.55
Non-saline	1723.428571	10.55
Non-saline	1610.298013	10.55
Non-saline	1683.626866	10.55
Non-saline	1708.084507	10.55
Non-saline	916.1578947	10.55
Non-saline	778.3829787	10.55
Non-saline	864	10.55
Non-saline	1766.165919	10.55
Non-saline	1988.132743	10.55
Non-saline	1935.577982	10.55
Non-saline	1736.375	10.55
Non-saline	1653.847368	10.55
Non-saline	1972.457944	10.55
Non-saline	1806.511013	10.55
Non-saline	1695.366197	10.55
Non-saline	1499.020833	10.55
Non-saline	2053.369863	10.55
Non-saline	2301.738693	10.55
Non-saline	1645.4	10.55
Non-saline	1888.75	10.55
Non-saline	1794.020619	10.55
Non-saline	2083.9375	10.55
Non-saline	1774.374408	10.55
Non-saline	2041.452736	10.55
Non-saline	1958.899083	10.55
Non-saline	1782.43913	10.55
Non-saline	1704.825	10.55
Non-saline	2128.484018	10.55
Non-saline	673.1935484	10.55
Non-saline	834.8877551	10.55
Non-saline	797.7101449	10.55
Non-saline	984.6219512	10.55
Non-saline	1696.340206	10.55
Non-saline	1980.88	10.55
Non-saline	1835.362319	10.55
Non-saline	1742.328358	10.55
Non-saline	1822.968085	10.55
Non-saline	1691.86383	10.55
Non-saline	913	10.55
Non-saline	877.3125	10.55
Non-saline	648.6470588	10.55
Non-saline	895.95	10.55
Non-saline	1720.759162	10.55
Non-saline	1836.704762	10.55
Non-saline	1686.42268	10.55
Non-saline	1892.192513	10.55
Non-saline	1805.716418	10.55
Non-saline	1824.937173	10.55
Non-saline	768.9285714	10.55
Non-saline	969.2647059	10.55
Non-saline	1774.956522	10.55
Non-saline	1910.086735	10.55
Non-saline	1833.933333	10.55
Non-saline	1771.668675	10.55
Non-saline	1964.168317	10.55
Non-saline	1733.878378	10.55
Non-saline	724.2608696	10.55
Non-saline	740.3888889	10.55
Non-saline	953.3483146	10.55
Non-saline	2316.207373	10.55
Non-saline	103.1666667	10.55
Saline	1798.775148	10.6
Saline	2154.320755	10.6
Saline	1949.756757	10.6
Saline	2300.132075	10.6
Saline	2209.653631	10.6
Saline	1395.147601	10.6
Saline	2680.951923	10.6
Saline	1667.589286	10.6
Saline	1773.225806	10.6
Non-saline	1642	10.6
Non-saline	407.0714286	10.6
Non-saline	323	10.6
Non-saline	350.8571429	10.6
Non-saline	3092.472081	10.6
Non-saline	3991.292621	10.6
Non-saline	893.9782609	10.6
Non-saline	1408.623932	10.6
Non-saline	3631.274882	10.6
Non-saline	1045.372881	10.6
Non-saline	3129.340659	10.6
Non-saline	277.0322581	10.61
Non-saline	249.0357143	10.62
Non-saline	329.6578947	10.65
Non-saline	289.7142857	10.65
Non-saline	2083.313559	10.7
Non-saline	223.037037	10.7
Non-saline	248.2777778	10.7
Non-saline	238.3529412	10.7
Non-saline	529.2	10.7
Non-saline	597.40625	10.7
Non-saline	2360.942708	10.7
Non-saline	1673.519868	10.7
Non-saline	408.0909091	10.7
Non-saline	1517.267857	10.7
Non-saline	89	10.7
Non-saline	1784.979508	10.7
Non-saline	623.1818182	10.71
Non-saline	227.3571429	10.74
Saline	2326.452555	10.8
Saline	1104.416667	10.8
Saline	1094.443182	10.8
Saline	2336.816216	10.8
Saline	1500.449275	10.8
Saline	2668.717687	10.8
Saline	2516	10.8
Saline	1489.672414	10.8
Saline	2001.537037	10.8
Saline	2118.420118	10.8
Saline	689.0153061	10.8
Non-saline	189.8947368	10.8
Non-saline	89.3	10.8
Non-saline	707.890625	10.8
Non-saline	1031.247059	10.8
Saline	168.5263158	10.8
Non-saline	4451.207792	10.8
Non-saline	1846.045977	10.8
Non-saline	611.4090909	10.8
Non-saline	1883.44	10.8
Non-saline	1362.529412	10.81
Non-saline	171.5384615	10.83
Non-saline	413.0277778	10.84
Non-saline	273.6111111	10.85
Non-saline	646.8970588	10.85
Non-saline	342.4782609	10.85
Non-saline	322.0857143	10.85
Non-saline	367.0714286	10.88
Non-saline	1642.617647	10.9
Non-saline	2022.919149	10.9
Non-saline	186.5555556	10.9
Non-saline	630.6	10.9
Non-saline	72.75	10.9
Non-saline	394.1923077	10.9
Non-saline	189.1428571	10.9
Non-saline	90	10.9
Non-saline	386.0243902	10.9
Non-saline	333.5	10.9
Saline	143.4761905	10.9
Saline	168.6153846	10.9
Saline	155	10.9
Saline	165.0714286	10.9
Non-saline	310.25	10.9
Non-saline	1140.483412	10.9
Non-saline	5060.754258	10.9
Non-saline	1075.4375	10.9
Non-saline	2197.676471	10.9
Non-saline	389.3658537	10.9
Non-saline	837.6666667	10.9
Non-saline	4976.330416	10.9
Non-saline	1402.694737	10.9
Non-saline	125.5	10.9
Non-saline	3187.279221	10.91
Non-saline	435.25	10.92
Non-saline	426.9166667	10.95
Non-saline	330.1764706	10.95
Non-saline	342.3571429	10.97
Non-saline	348.2272727	10.99
Non-saline	364.90625	10.99
Saline	1779.073529	11
Saline	1075.834356	11
Saline	2046.126984	11
Saline	2444.935961	11
Saline	2473.512097	11
Saline	3422.683453	11
Saline	1783.666667	11
Saline	3425.93617	11
Saline	2367.453039	11
Saline	2272.019868	11
Saline	1986.006173	11
Saline	2735.798046	11
Saline	2247.714286	11
Saline	966.0410959	11
Saline	2464.333333	11
Saline	1020.614035	11
Saline	2200.385475	11
Saline	2285.716418	11
Saline	2195.3	11
Saline	1928.071856	11
Saline	556.3834197	11
Saline	771.3459916	11
Saline	1794.554945	11
Saline	1364.198925	11
Saline	1377.285714	11
Saline	1778.324607	11
Saline	908.0365854	11
Saline	1841.624161	11
Saline	1898.423077	11
Saline	2079.184713	11
Saline	934.5441176	11
Saline	1745.571429	11
Saline	1985.112676	11
Saline	1593.128834	11
Saline	2540.863636	11
Saline	2079.119565	11
Saline	1544.161677	11
Saline	1819.96875	11
Saline	143.5	11
Saline	176	11
Saline	163.1111111	11
Saline	164.0625	11
Non-saline	255.1818182	11
Non-saline	145.5263158	11
Non-saline	3630.253219	11
Non-saline	507.5882353	11
Non-saline	1022.244898	11
Non-saline	362.1458333	11
Non-saline	465.1304348	11
Non-saline	213.75	11
Non-saline	1488.291667	11
Non-saline	1545.883721	11
Non-saline	1530.891626	11
Non-saline	1545.754098	11
Non-saline	2711.038251	11
Non-saline	221	11
Non-saline	1181.054054	11
Non-saline	58.25	11
Non-saline	395.1666667	11.01
Non-saline	365.3714286	11.01
Non-saline	859.012987	11.01
Non-saline	307.7142857	11.05
Saline	879.2	11.1
Saline	1802.581522	11.1
Saline	517.3497268	11.1
Saline	1298.963504	11.1
Saline	728.1884817	11.1
Saline	1584.876923	11.1
Saline	689.578125	11.1
Non-saline	1752.317919	11.1
Non-saline	2170.217391	11.1
Non-saline	833.3863636	11.1
Non-saline	434.5	11.1
Non-saline	421.5882353	11.1
Non-saline	127.8823529	11.1
Non-saline	120.6153846	11.1
Non-saline	334.05	11.1
Non-saline	168.3448276	11.1
Non-saline	3362.602941	11.1
Non-saline	473.2413793	11.1
Non-saline	2400.064516	11.1
Non-saline	580.5138889	11.1
Non-saline	297.4545455	11.1
Non-saline	1506.940299	11.1
Non-saline	374.05	11.1
Non-saline	1748.652174	11.1
Saline	1441.623529	11.1
Non-saline	969.9655172	11.1
Non-saline	2892.764045	11.11
Non-saline	285.8823529	11.11
Non-saline	170.8823529	11.15
Non-saline	371.7	11.15
Non-saline	253.2	11.17
Non-saline	754.3191489	11.18
Non-saline	536.0136986	11.2
Non-saline	627.4375	11.2
Non-saline	303.7213115	11.2
Non-saline	184.3157895	11.2
Non-saline	465	11.2
Non-saline	130.4615385	11.2
Non-saline	505.34375	11.2
Non-saline	196	11.2
Non-saline	292.4565217	11.2
Non-saline	398.2083333	11.2
Non-saline	245.0909091	11.2
Non-saline	2171.17931	11.2
Saline	195.0416667	11.2
Non-saline	1874.34555	11.2
Non-saline	489.5555556	11.2
Non-saline	182.5	11.2
Non-saline	1714.509091	11.2
Non-saline	1640.566038	11.2
Non-saline	2969.760563	11.2
Non-saline	221.0357143	11.23
Non-saline	127.037037	11.23
Non-saline	150.9166667	11.25
Non-saline	1564	11.25
Non-saline	631.1230769	11.29
Non-saline	235	11.3
Non-saline	338.3947368	11.3
Non-saline	309.3414634	11.3
Non-saline	336.25	11.3
Non-saline	643.7536232	11.3
Non-saline	3248.554859	11.3
Non-saline	1574.010638	11.3
Non-saline	769.3928571	11.3
Non-saline	2092.527778	11.3
Non-saline	464.8181818	11.34
Non-saline	379.0681818	11.34
Non-saline	304	11.35
Non-saline	627.9677419	11.35
Non-saline	352.2285714	11.38
Saline	509.2	11.3867
Non-saline	780.5375	11.4
Non-saline	601.0714286	11.4
Non-saline	498.5	11.4
Non-saline	848.6576577	11.4
Non-saline	895.0517241	11.4
Non-saline	605.0117647	11.4
Non-saline	1814.476341	11.4
Non-saline	1173.6	11.4
Saline	1597.53012	11.4
Non-saline	2943.956522	11.4
Non-saline	3697.284483	11.4
Non-saline	50.33333333	11.4
Non-saline	1798.573529	11.4
Saline	173	11.4
Non-saline	2634.098655	11.4
Non-saline	2880.594595	11.4
Non-saline	3210.359801	11.4
Non-saline	4520.7	11.4
Non-saline	2340.431655	11.4
Non-saline	2076.508772	11.4
Non-saline	245	11.43
Non-saline	367.2340426	11.44
Non-saline	406.483871	11.45
Non-saline	239	11.45
Saline	180.4545455	11.48
Saline	220.5	11.48
Saline	168.4545455	11.48
Saline	248.5	11.48
Non-saline	384.484375	11.5
Non-saline	616.0131579	11.5
Non-saline	285.25	11.5
Non-saline	249.3846154	11.5
Non-saline	319.1538462	11.5
Non-saline	204.4	11.5
Non-saline	228.3125	11.5
Non-saline	193.75	11.5
Non-saline	310.2790698	11.5
Non-saline	3282.967742	11.5
Non-saline	2749.47093	11.5
Non-saline	2042.509804	11.5
Non-saline	51	11.5
Non-saline	2116.760355	11.5
Non-saline	3644.546012	11.5
Non-saline	3103.550562	11.5
Non-saline	1302.56	11.5
Saline	400.12	11.53
Saline	466.7755102	11.53
Saline	786.9479167	11.53
Non-saline	400.2083333	11.54
Non-saline	421.42	11.55
Non-saline	261.5857143	11.55
Saline	1662.666667	11.6
Saline	773.02	11.6
Saline	1555.26257	11.6
Saline	2159.445714	11.6
Saline	1157.906475	11.6
Saline	1899.4	11.6
Saline	1144.625	11.6
Saline	1128.16092	11.6
Non-saline	1117.5	11.6
Non-saline	4562.810379	11.6
Non-saline	1560.333333	11.6
Non-saline	747.6666667	11.6
Non-saline	1678.007407	11.6
Non-saline	413.4827586	11.6
Non-saline	3982.00289	11.6
Non-saline	2163.180645	11.6
Non-saline	504.11	11.6
Non-saline	141.75	11.6
Non-saline	865.3333333	11.6
Non-saline	1854.903846	11.6
Non-saline	4293.004115	11.6
Non-saline	627.1304348	11.6
Non-saline	2617.776786	11.6
Non-saline	284.75	11.6
Non-saline	91	11.6
Non-saline	2725.261803	11.6
Non-saline	4026.439655	11.6
Non-saline	374.9047619	11.65
Non-saline	281.5357143	11.67
Non-saline	54.2	11.7
Non-saline	573.2386364	11.7
Non-saline	368.6	11.7
Non-saline	264.5	11.7
Non-saline	2584.66242	11.7
Non-saline	1528.061224	11.7
Non-saline	2372.40824	11.7
Non-saline	203	11.7
Non-saline	394.2068966	11.7
Non-saline	485.1492537	11.7
Non-saline	2569.102362	11.7
Non-saline	651.1276596	11.7
Non-saline	101.3333333	11.71
Non-saline	358.8571429	11.73
Non-saline	376.2	11.76
Non-saline	337.075	11.78
Non-saline	246.5652174	11.78
Non-saline	150.2727273	11.8
Non-saline	108.4615385	11.8
Non-saline	238.5681818	11.8
Non-saline	116.2	11.8
Non-saline	1492.509091	11.8
Non-saline	2705.457447	11.8
Non-saline	2751.280612	11.8
Non-saline	305.5517241	11.83
Non-saline	1568.539474	11.84
Non-saline	296.8846154	11.85
Non-saline	515.575	11.85
Non-saline	92	11.85
Non-saline	384.7837838	11.87
Non-saline	394.6	11.89
Non-saline	89.36363636	11.9
Non-saline	413.2222222	11.9
Non-saline	161.1	11.9
Non-saline	560.0128205	11.9
Non-saline	254.1153846	11.9
Non-saline	181.1176471	11.9
Non-saline	1521	11.9
Non-saline	653.28125	11.9
Non-saline	2919.673966	11.9
Non-saline	200.2727273	11.9
Non-saline	3518.024096	11.9
Non-saline	676.4	11.9
Non-saline	2085.415385	11.9
Non-saline	1335.75	11.9
Non-saline	1767.587097	11.9
Non-saline	389.1578947	11.9
Non-saline	1824.375	11.9
Non-saline	827.3809524	11.9
Non-saline	2201.059322	11.9
Non-saline	1676.35	11.9
Non-saline	1598.358974	11.9
Non-saline	3345.745318	11.9
Non-saline	4431.367742	11.9
Non-saline	428.5	11.91
Non-saline	259.3636364	12
Non-saline	344.5185185	12
Non-saline	313.8333333	12
Non-saline	1208.073529	12
Non-saline	5584.606383	12
Non-saline	2915.142857	12
Non-saline	2737.517241	12
Non-saline	2183.125654	12
Non-saline	1879.883817	12
Non-saline	446.1785714	12.02
Non-saline	594.8333333	12.04
Non-saline	620.0357143	12.07
Non-saline	577.4418605	12.07
Saline	1063.89313	12.1
Saline	3495.264901	12.1
Saline	2705.670391	12.1
Saline	2210.115385	12.1
Saline	2292.97191	12.1
Saline	2330.641711	12.1
Saline	2295.248062	12.1
Saline	690.6396761	12.1
Saline	1424.436508	12.1
Saline	1637.78	12.1
Saline	2005.279221	12.1
Non-saline	136.7142857	12.1
Non-saline	304.6153846	12.1
Non-saline	116.6666667	12.1
Non-saline	2699.680451	12.1
Non-saline	171.6666667	12.1
Non-saline	3915.8	12.1
Non-saline	1645.363636	12.1
Non-saline	1011.08	12.1
Non-saline	4228.747573	12.1
Non-saline	2993.736364	12.1
Non-saline	29	12.1
Non-saline	1493.318182	12.1
Non-saline	174.1111111	12.1
Non-saline	276.875	12.12
Non-saline	404.1276596	12.14
Non-saline	652.5454545	12.16
Non-saline	196.4	12.16
Non-saline	529.9268293	12.2
Non-saline	687.7413793	12.2
Non-saline	483.9565217	12.2
Non-saline	683.0384615	12.2
Non-saline	365.5957447	12.2
Non-saline	1262.529412	12.2
Non-saline	629.0990099	12.2
Non-saline	336.0769231	12.2
Non-saline	376.0454545	12.2
Non-saline	348.2564103	12.2
Non-saline	1591.176471	12.2
Non-saline	294.9285714	12.2
Non-saline	3632.326531	12.2
Non-saline	1644.670103	12.2
Non-saline	1666.814371	12.2
Non-saline	168.625	12.26
Non-saline	663.8191489	12.26
Non-saline	343.0731707	12.26
Non-saline	348.5714286	12.28
Non-saline	349.1034483	12.28
Non-saline	475.1333333	12.29
Non-saline	380.2777778	12.29
Non-saline	65.25	12.3
Non-saline	508.5909091	12.3
Non-saline	216.1428571	12.3
Non-saline	270.375	12.3
Non-saline	899.2788462	12.3
Non-saline	1055.634146	12.3
Non-saline	3664.090909	12.3
Non-saline	539.6304348	12.3
Non-saline	2697.628571	12.3
Non-saline	2831.233161	12.3
Non-saline	1616.721429	12.3
Non-saline	1339.5	12.3
Non-saline	1065.297753	12.3
Non-saline	2467.404605	12.3
Non-saline	296.12	12.3
Non-saline	2189.252252	12.3
Non-saline	474.1463415	12.32
Non-saline	518.7755102	12.35
Plant	223.4285714	12.35061667
Plant	186	12.35061667
Plant	261.4285714	12.35061667
Plant	248.84	12.35061667
Plant	75.6	12.35061667
Plant	125.4	12.35061667
Plant	137	12.35061667
Plant	93.14285714	12.35061667
Plant	218.4	12.35061667
Plant	245.1153846	12.35061667
Plant	203	12.35061667
Plant	271.4444444	12.35061667
Saline	429.9166667	12.3778
Non-saline	339.5535714	12.39
Non-saline	325.2564103	12.39
Plant	312.5454545	12.39261667
Plant	161.7142857	12.39261667
Plant	145	12.39261667
Plant	187.7142857	12.39261667
Plant	186	12.39261667
Plant	169.4	12.39261667
Plant	234.8	12.39261667
Plant	151.1428571	12.39261667
Plant	193.2857143	12.39261667
Plant	176.25	12.39261667
Plant	177.2857143	12.39261667
Plant	162	12.39261667
Non-saline	569.0222222	12.4
Non-saline	638.0084034	12.4
Plant	150.3636364	12.4
Plant	111.9090909	12.4
Plant	99.75	12.4
Plant	114.8823529	12.4
Plant	46.625	12.4
Plant	97.33333333	12.4
Plant	160.3448276	12.4
Plant	346.0714286	12.4
Plant	188.125	12.4
Plant	211.2432432	12.4
Plant	149.75	12.4
Plant	159.6666667	12.4
Plant	114.2	12.4
Plant	82.76923077	12.4
Plant	81.17647059	12.4
Plant	429.5625	12.4
Non-saline	294.8846154	12.42
Saline	157	12.43
Saline	239.5	12.43
Saline	172	12.43
Saline	152.5555556	12.43
Non-saline	461.35	12.47
Non-saline	321.2631579	12.48
Non-saline	296.6363636	12.48
Saline	343.0454545	12.5
Non-saline	437.4285714	12.5
Non-saline	781.0806452	12.5
Non-saline	482.7631579	12.5
Non-saline	75	12.5
Non-saline	2762.68038	12.5
Non-saline	2583.574803	12.5
Non-saline	2970.576923	12.5
Non-saline	381.7317073	12.5
Non-saline	427.1428571	12.5
Non-saline	3238.922879	12.5
Plant	154	12.5
Plant	75.6	12.5
Plant	229.40625	12.5
Plant	48	12.5
Plant	134.4545455	12.5
Plant	162.9090909	12.5
Plant	155.3913043	12.5
Plant	231.04	12.5
Plant	171.7142857	12.5
Plant	283.0294118	12.5
Plant	182.1428571	12.5
Plant	214	12.5
Plant	139.8	12.5
Plant	174.05	12.5
Plant	177	12.5
Plant	170.2173913	12.5
Plant	81.75	12.5
Plant	186	12.5
Plant	146	12.5
Plant	238.2	12.5
Plant	153.1578947	12.5
Plant	333.3	12.5
Plant	112.2307692	12.5
Plant	191.6875	12.5
Plant	141	12.5
Plant	330.9032258	12.5
Plant	225.0526316	12.5
Plant	209.0416667	12.5
Plant	181.6521739	12.5
Plant	85.33333333	12.5
Plant	58	12.5
Plant	113.0625	12.5
Plant	270.047619	12.5
Plant	134.1052632	12.5
Plant	137.3913043	12.5
Plant	130.9375	12.5
Plant	138.3333333	12.5
Plant	75.66666667	12.5
Plant	138.6666667	12.5
Plant	128	12.5
Plant	133	12.5
Plant	132.5263158	12.5
Plant	209.5	12.5
Plant	361.3658537	12.5
Plant	287.1304348	12.5
Plant	424.375	12.5
Plant	83.14285714	12.5
Plant	77.25	12.5
Plant	87.09090909	12.5
Plant	152.1428571	12.5
Plant	74	12.5
Plant	390	12.5
Plant	324.6923077	12.5
Non-saline	359.0909091	12.51
Plant	154.1538462	12.53567797
Plant	124.9090909	12.53567797
Plant	88.3	12.53567797
Plant	157.4	12.53567797
Plant	63.66666667	12.53567797
Plant	213.3529412	12.53567797
Plant	201	12.53567797
Plant	176.6470588	12.53567797
Plant	225.0526316	12.53567797
Plant	339.5	12.53567797
Non-saline	372.2580645	12.57
Plant	325.7659574	12.57630769
Plant	243.84	12.57630769
Plant	209.64	12.57630769
Plant	199	12.57630769
Plant	196.8695652	12.57630769
Plant	142.8666667	12.57630769
Plant	48.25	12.57630769
Plant	112.3529412	12.57630769
Plant	180.7857143	12.57630769
Non-saline	1995.622807	12.58
Non-saline	158.5833333	12.58
Non-saline	205.8823529	12.6
Non-saline	1407.794393	12.6
Non-saline	1172.791304	12.6
Non-saline	361.21875	12.6
Non-saline	866.1886792	12.6
Non-saline	847.012987	12.6
Non-saline	1963.879518	12.6
Non-saline	1179.075949	12.6
Non-saline	1187.904762	12.6
Plant	80	12.6
Plant	232.3913043	12.6
Plant	168	12.6
Plant	391.8965517	12.6
Plant	458.6363636	12.6
Plant	282.9565217	12.6
Plant	154.1666667	12.6
Plant	176.75	12.6
Plant	177.2727273	12.6
Plant	200.125	12.6
Plant	126.12	12.6
Plant	279.2142857	12.6
Plant	112	12.6
Plant	185.5263158	12.6
Plant	192.15	12.6
Plant	314	12.6
Plant	179.4	12.6
Plant	159.5263158	12.6
Plant	210.6	12.6
Plant	202.3571429	12.6
Plant	164.75	12.6
Plant	122.9545455	12.6
Plant	347.7	12.6
Plant	206	12.6
Plant	261.75	12.6
Plant	401.8378378	12.6
Plant	266.5	12.6
Plant	241.6764706	12.6
Plant	60.07692308	12.6
Plant	165	12.6
Plant	100.4285714	12.6
Plant	199.6764706	12.6
Plant	284.25	12.6
Plant	172.2352941	12.6
Plant	137.4285714	12.6
Plant	120	12.6
Plant	141	12.6
Plant	112.1111111	12.6
Plant	95	12.6
Plant	275.5	12.6
Plant	253.5263158	12.6
Plant	243.25	12.6
Plant	338.212766	12.6
Plant	109.5555556	12.6
Plant	169.9655172	12.6
Plant	220.0588235	12.6
Plant	192.0454545	12.6
Plant	553.3333333	12.6
Plant	258.25	12.6
Plant	315.9333333	12.6
Plant	123.1875	12.6
Plant	257.09375	12.6
Plant	225.2727273	12.60251923
Plant	144.6666667	12.60251923
Plant	109.6	12.60251923
Plant	252.5714286	12.60251923
Plant	274.4347826	12.60251923
Plant	166.4347826	12.60251923
Plant	272	12.60251923
Plant	242.5652174	12.60251923
Plant	310.3636364	12.60251923
Plant	207.875	12.60251923
Non-saline	398.3191489	12.65
Plant	133.5	12.65080769
Plant	85.5	12.65080769
Plant	81	12.65080769
Plant	148.3703704	12.65080769
Plant	199.5	12.65080769
Non-saline	942.8461538	12.7
Non-saline	975.2846715	12.7
Non-saline	294.2941176	12.7
Non-saline	433.9782609	12.7
Non-saline	310.037037	12.7
Non-saline	2782.201923	12.7
Non-saline	796.4468085	12.7
Non-saline	3608.117825	12.7
Non-saline	1660.62069	12.7
Non-saline	2688.396226	12.7
Non-saline	333.5416667	12.7
Non-saline	451.8125	12.73
Non-saline	321.2727273	12.74
Non-saline	314.75	12.75
Non-saline	556.5084746	12.76
Non-saline	489.7307692	12.78
Non-saline	441.4516129	12.78
Non-saline	444.7631579	12.78
Non-saline	385.0697674	12.79
Non-saline	701.1111111	12.79
Non-saline	285.3636364	12.8
Non-saline	256	12.8
Non-saline	404.8333333	12.8
Non-saline	235.7368421	12.8
Non-saline	1558.253521	12.8
Non-saline	481.8181818	12.8
Non-saline	381.3488372	12.8
Non-saline	1524.468468	12.8
Non-saline	1423.046875	12.8
