Location,Chao1,Temperature,pH,Latitude
Water (ns),1673.519868,10.7,7.4,68.585839
Water (ns),646.8970588,10.85,7.4,68.629961
Water (ns),213.75,11,7.4,68.6256
Water (ns),2400.064516,11.1,7.4,68.61838333
Water (ns),297.4545455,11.1,7.4,68.6256
Water (ns),1874.34555,11.2,7.4,68.61818333
Water (ns),304,11.35,7.4,68.600601
Water (ns),2634.098655,11.4,7.4,68.61035
Water (ns),2880.594595,11.4,7.4,68.59688333
Water (ns),245,11.43,7.4,68.5684
Water (ns),413.4827586,11.6,7.4,68.611341
Water (ns),3982.00289,11.6,7.4,68.601493
Water (ns),305.5517241,11.83,7.4,68.600601
Water (ns),3518.024096,11.9,7.4,68.61035
Water (ns),446.1785714,12.02,7.4,68.595875
Water (ns),594.8333333,12.04,7.4,68.5684
Water (ns),29,12.1,7.4,68.6256
Water (ns),174.1111111,12.1,7.4,68.61035
Water (ns),348.5714286,12.28,7.4,68.629961
Water (ns),569.0222222,12.4,7.4,68.61838333
Water (ns),361.21875,12.6,7.4,68.611341
Water (ns),1179.075949,12.6,7.4,68.61035
Water (ns),385.0697674,12.79,7.4,68.629961
Water (ns),212.1,12.8,7.4,68.601493
Water (ns),1391.254545,13,7.4,68.6256
Water (ns),346.0810811,13.09,7.4,68.595875
Water (ns),566.4776119,13.2,7.4,68.58357
Water (ns),4003.578947,13.2,7.4,68.61838333
Water (ns),2016.783333,13.2,7.4,68.673757
Water (ns),412.3846154,13.2,7.4,68.8264
Water (ns),343.1304348,13.2,7.4,68.601493
Water (ns),708.1935484,13.3,7.4,68.61838333
Water (ns),417.0285714,13.36,7.4,68.600601
Water (ns),597.902439,13.41,7.4,68.610781
Water (ns),2286.681102,13.5,7.4,68.6256
Water (ns),73,13.59,7.4,68.5684
Water (ns),237.0384615,13.79,7.4,68.609717
Water (ns),3834.284722,14.1,7.4,68.6
Water (ns),1559.727273,14.1,7.4,68.61838333
Water (ns),369.625,14.2,7.4,68.49113
Water (ns),254.3333333,14.4,7.4,68.49592
Water (ns),2896.407407,14.4,7.4,68.61838333
Water (ns),2459.951923,14.4,7.4,68.62538
Water (ns),37,14.43,7.4,68.629961
Water (ns),352.7837838,14.8,7.4,68.49113
Water (ns),474.9607843,14.9,7.4,68.611341
Water (ns),325.71875,15,7.4,68.629961
Water (ns),864.6666667,15.3,7.4,68.585
Water (ns),435.0769231,15.5,7.4,68.87315
Water (ns),176.5,15.6,7.4,55.905
Water (ns),335.1,15.8,7.4,68.53698
Water (ns),2988.634286,15.8,7.4,68.6256
Water (ns),692.9633028,15.8,7.4,68.6256
Water (ns),345.8823529,16,7.4,68.705
Water (ns),2267.955446,16,7.4,68.673757
Water (ns),476.525,16.1,7.4,68.86755
Water (ns),27,16.2,7.4,68.6256
Water (ns),542.3333333,16.7,7.4,68.62276
Water (ns),415,16.8,7.4,68.53405
Water (ns),854.7777778,17,7.4,68.53405
Water (ns),3489.629442,17.2,7.4,68.61838333
Water (ns),689.5966387,17.3,7.4,68.60853333
Water (ns),523.2222222,17.5,7.4,68.62276
Water (ns),381.3703704,17.72,7.4,68.600601
Water (ns),390.6923077,17.87,7.4,68.571037
Water (ns),3979.129496,18.1,7.4,68.61838333
Water (ns),504.7173913,19.1,7.4,68.87315
Water (ns),453,19.7,7.4,68.86755
Water (ns),4690.076687,3.8,7.5,68.60853333
Water (ns),409.1176471,3.9,7.5,68.633064
Water (ns),375.4565217,3.9,7.5,68.633064
Water (ns),302.7777778,4.8,7.5,68.638624
Water (ns),345.5833333,4.89,7.5,68.629961
Water (ns),115.5,5.44,7.5,68.629961
Water (ns),298.6896552,5.44,7.5,68.629961
Water (ns),4783.663551,6.2,7.5,68.622
Water (ns),698.12,6.4,7.5,68.61838333
Water (ns),434.4418605,6.44,7.5,68.609717
Water (ns),723.0222222,6.88,7.5,68.609717
Water (ns),1485.78022,7.8,7.5,68.6256
Water (ns),5545.974359,8.4,7.5,68.60853333
Water (ns),5466.588235,8.4,7.5,68.622
Water (ns),2370.752294,8.5,7.5,68.6256
Water (ns),1235.821429,8.6,7.5,68.61818333
Water (ns),2409.215569,8.6,7.5,68.61818333
Water (ns),4983.583721,8.8,7.5,68.60853333
Water (ns),3644.812057,8.9,7.5,68.57366667
Water (ns),3826.265683,9.1,7.5,68.622
Water (ns),633.0222222,9.1,7.5,68.5896775
Water (ns),464.6666667,9.2,7.5,68.60853333
Water (ns),1232.570248,9.2,7.5,68.61838333
Water (ns),4359.142857,9.2,7.5,68.601493
Water (ns),1295.846154,9.28,7.5,68.610781
Water (ns),2823.627907,9.5,7.5,68.57366667
Water (ns),104.5,9.6,7.5,68.57366667
Water (ns),591.1627907,9.7,7.5,68.61838333
Water (ns),254.7575758,9.78,7.5,68.5684
Water (ns),2472.010274,9.8,7.5,68.6256
Water (ns),2857.12426,9.8,7.5,68.622
Water (ns),984.6535948,9.8,7.5,68.60853333
Water (ns),698.0952381,9.9,7.5,68.58333333
Water (ns),2964.103093,10.1,7.5,68.61035
Water (ns),614,10.11,7.5,68.629961
Water (ns),410.8863636,10.31,7.5,68.639895
Water (ns),281.9230769,10.36,7.5,68.600601
Water (ns),1911.489362,10.4,7.5,68.6256
Water (ns),3542.141631,10.4,7.5,68.6256
Water (ns),408.0909091,10.7,7.5,68.611341
Water (ns),435.25,10.92,7.5,68.629961
Water (ns),489.5555556,11.2,7.5,68.61838333
Water (ns),2943.956522,11.4,7.5,68.61838333
Water (ns),2749.47093,11.5,7.5,68.6256
Water (ns),2042.509804,11.5,7.5,68.6256
Water (ns),1302.56,11.5,7.5,68.61838333
Water (ns),1678.007407,11.6,7.5,68.57478333
Water (ns),865.3333333,11.6,7.5,68.611341
Water (ns),281.5357143,11.67,7.5,68.582062
Water (ns),203,11.7,7.5,68.57366667
Water (ns),653.28125,11.9,7.5,68.6256
Water (ns),1824.375,11.9,7.5,68.6256
Water (ns),2737.517241,12,7.5,68.6256
Water (ns),1011.08,12.1,7.5,68.6256
Water (ns),365.5957447,12.2,7.5,68.582062
Water (ns),343.0731707,12.26,7.5,68.629961
Water (ns),638.0084034,12.4,7.5,68.6256
Water (ns),1187.904762,12.6,7.5,68.61838333
Water (ns),374.7777778,12.8,7.5,68.611341
Water (ns),2496.033898,12.8,7.5,68.6256
Water (ns),34,13.1,7.5,68.61838333
Water (ns),472.2380952,13.13,7.5,68.629961
Water (ns),223.2307692,13.26,7.5,68.600601
Water (ns),461.7971014,13.3,7.5,68.61838333
Water (ns),633.6923077,13.37,7.5,68.600601
Water (ns),1386.840909,13.4,7.5,68.61838333
Water (ns),2123.006757,13.5,7.5,68.6256
Water (ns),1105.898876,13.6,7.5,68.6256
Water (ns),375.0526316,13.65,7.5,68.595875
Water (ns),2583.906736,13.7,7.5,68.6256
Water (ns),2930.260664,13.7,7.5,68.6256
Water (ns),479.4054054,13.7,7.5,68.611341
Water (ns),4473.201635,13.7,7.5,68.601493
Water (ns),533,13.73,7.5,68.5684
Water (ns),423.3409091,13.8,7.5,68.5896775
Water (ns),261.1,13.87,7.5,68.582062
Water (ns),623.1818182,13.9,7.5,68.60853333
Water (ns),323.0789474,13.9,7.5,68.611341
Water (ns),641.7857143,13.9,7.5,68.60853333
Water (ns),3139.51497,13.9,7.5,68.60853333
Water (ns),320.8823529,13.9,7.5,68.611341
Water (ns),376.1176471,13.9,7.5,68.611341
Water (ns),207.0909091,13.9,7.5,68.60853333
Water (ns),871.2777778,14,7.5,68.58357
Water (ns),274.0967742,14,7.5,68.611341
Water (ns),3773.040541,14,7.5,68.6256
Water (ns),597.0847458,14.1,7.5,68.61818333
Water (ns),3974.229167,14.2,7.5,68.61035
Water (ns),559.0217391,14.2,7.5,68.60895
Water (ns),329.5333333,14.34,7.5,68.582062
Water (ns),256.5384615,14.4,7.5,68.611341
Water (ns),3520.126531,14.5,7.5,68.6256
Water (ns),418.6756757,14.6,7.5,68.58333333
Water (ns),3038.372951,14.6,7.5,68.6256
Water (ns),818.119403,14.9,7.5,68.61838333
Water (ns),322.3703704,15.2,7.5,68.58333333
Water (ns),2965.419355,15.4,7.5,68.61838333
Water (ns),300,15.47,7.5,68.582062
Water (ns),526.5555556,15.6,7.5,68.86175
Water (ns),316.75,15.6,7.5,68.53405
Water (ns),1825.296073,15.7,7.5,68.61818333
Water (ns),403,15.8,7.5,68.86175
Water (ns),653.1632653,15.9,7.5,68.70333333
Water (ns),590.902439,15.9,7.5,68.5896775
Water (ns),430.5833333,16,7.5,68.62538
Water (ns),447.0277778,16.3,7.5,68.61838333
Water (ns),184.4761905,16.3,7.5,68.61818333
Water (ns),522.4473684,16.3,7.5,68.61838333
Water (ns),712.1666667,16.3,7.5,68.61838333
Water (ns),558,16.3,7.5,68.61818333
Water (ns),3707.147482,16.3,7.5,68.61838333
Water (ns),880.3722628,16.4,7.5,68.61838333
Water (ns),3957.790055,16.5,7.5,68.6256
Water (ns),705.5,16.6,7.5,68.51007
Water (ns),867.8032787,16.6,7.5,68.51007
Water (ns),422.8076923,16.9,7.5,68.58357
Water (ns),730.6363636,17.3,7.5,68.62538
Water (ns),2591.015957,17.7,7.5,68.6256
Water (ns),675.1639344,18,7.5,68.51007
Water (ns),468.0238095,18.28,7.5,68.5684
Water (ns),448.56,18.5,7.5,68.79372
Water (ns),441.1086957,18.6,7.5,68.82735
Water (ns),597.6666667,20.3,7.5,68.79372
Water (ns),466.1162791,4.4,7.53,53.167
Water (ns),309.5333333,4.4,7.53,53.167
Water (ns),586.5,4.6,7.53,53.167
Water (ns),282.7777778,4.6,7.53,53.167
Water (s),363.0147059,6.008,7.5452,8.767
Water (ns),3160.166163,4.4,7.55,53.167
Water (ns),340.2,4.4,7.55,53.167
Water (ns),164,14.9,7.56,55.906
Water (s),317.037037,9.7522,7.5695,10.75
Water (ns),663.6493506,4.3,7.58,53.167
Water (ns),410.5,4.3,7.58,53.167
Water (ns),356,4.3,7.58,53.167
Water (ns),3184.006826,4.3,7.58,53.167
Water (ns),310.3333333,4.8,7.58,53.167
Water (ns),168.625,12.26,7.58,55.905
Water (ns),88.4,14.6,7.58,55.873
Water (ns),481.3,4.8,7.59,53.167
Water (ns),273.9268293,4.8,7.59,53.167
Water (ns),269.64,4.9,7.59,53.167
Water (ns),270,4.9,7.59,53.167
Water (ns),2404.371429,0.1,7.6,68.6256
Water (ns),342,3.94,7.6,68.633064
Water (ns),3031.091241,5,7.6,53.167
Water (ns),524.2650602,5,7.6,53.167
Water (ns),751.06,5.14,7.6,68.571037
Water (ns),4486.151724,5.2,7.6,68.59688333
Water (ns),5018.755814,5.9,7.6,68.60853333
Water (ns),320,5.93,7.6,68.638624
Water (ns),367.3225806,6.53,7.6,68.629961
Water (ns),344.0697674,6.53,7.6,68.629961
Water (ns),274.4102564,6.58,7.6,68.629961
Water (ns),1730.158537,6.7,7.6,68.611341
Water (ns),4731.509804,7,7.6,68.57366667
Water (ns),1074.902439,7.1,7.6,68.611341
Water (ns),5115.95288,7.1,7.6,68.60853333
Water (ns),1282.021739,7.4,7.6,68.61838333
Water (ns),1571.342857,7.5,7.6,68.61035
Water (ns),5064.392683,7.8,7.6,68.622
Water (ns),519.1702128,7.9,7.6,68.53698
Water (ns),615.9672131,8.1,7.6,68.622
Water (ns),931.5421687,8.1,7.6,68.48625
Water (ns),655,8.1,7.6,68.622
Water (ns),1982.195804,8.2,7.6,68.61838333
Water (ns),503.6382979,8.24,7.6,68.629961
Water (ns),3472.704663,8.3,7.6,68.60853333
Water (ns),5007.289256,8.4,7.6,68.57366667
Water (ns),4473.096998,8.6,7.6,68.60853333
Water (ns),357.1081081,8.88,7.6,68.629961
Water (ns),5220.807198,9.3,7.6,68.60853333
Water (ns),877.0238095,9.4,7.6,68.53327
Water (ns),886.6826923,9.4,7.6,68.61035
Water (ns),474.2692308,9.51,7.6,68.629961
Water (ns),1767.362319,9.8,7.6,68.61818333
Water (ns),3247.627027,9.9,7.6,68.6256
Water (ns),1806.023026,9.9,7.6,68.673757
Water (ns),1607.76087,9.9,7.6,68.6256
Water (ns),3620.008403,9.9,7.6,68.622
Water (ns),2343.968085,9.9,7.6,68.6256
Water (ns),4314.618056,10.1,7.6,68.60853333
Water (ns),1227.323529,10.1,7.6,68.60895
Water (ns),319.027027,10.11,7.6,68.609717
Water (ns),2277.776923,10.2,7.6,68.61818333
Water (ns),2422.903846,10.3,7.6,68.57366667
Water (ns),103.1666667,10.55,7.6,68.609717
Water (ns),89,10.7,7.6,68.622
Water (ns),1784.979508,10.7,7.6,68.67415
Water (ns),342.4782609,10.85,7.6,68.629961
Water (ns),464.8181818,11.34,7.6,68.629961
Water (ns),379.0681818,11.34,7.6,68.629961
Water (ns),3697.284483,11.4,7.6,68.622
Water (ns),4520.7,11.4,7.6,68.601493
Water (ns),2340.431655,11.4,7.6,68.6256
Water (ns),2163.180645,11.6,7.6,68.6256
Water (ns),2617.776786,11.6,7.6,68.61818333
Water (ns),384.7837838,11.87,7.6,68.629961
Water (ns),200.2727273,11.9,7.6,68.6
Water (ns),5584.606383,12,7.6,68.60853333
Water (ns),2915.142857,12,7.6,68.6256
Water (ns),4228.747573,12.1,7.6,68.6
Water (ns),683.0384615,12.2,7.6,68.61838333
Water (ns),348.2564103,12.2,7.6,68.49113
Water (ns),461.35,12.47,7.6,68.609717
Water (ns),1963.879518,12.6,7.6,68.61838333
Water (ns),367.6829268,12.89,7.6,68.629961
Water (ns),320.8484848,12.95,7.6,68.629961
Water (ns),435.5526316,13.07,7.6,68.629961
Water (ns),519.25,13.2,7.6,68.611341
Water (ns),1857.165354,13.2,7.6,68.673757
Water (ns),3088.788845,13.2,7.6,68.60853333
Water (ns),470.1290323,13.28,7.6,68.595875
Water (ns),802.1142857,13.3,7.6,68.61838333
Water (ns),353.3636364,13.43,7.6,68.629961
Water (ns),289.6363636,13.7,7.6,68.611341
Water (ns),270.7894737,13.8,7.6,68.611341
Water (ns),441.0769231,14,7.6,68.53698
Water (ns),3072.257143,14,7.6,68.6256
Water (ns),775.6,14,7.6,68.705
Water (ns),487.8409091,14.02,7.6,55.873
Water (ns),671.4,14.1,7.6,68.6256
Water (ns),694.2285714,14.1,7.6,68.585
Water (ns),467.2727273,14.2,7.6,68.49592
Water (ns),512.2162162,14.3,7.6,68.49592
Water (ns),374.2285714,14.5,7.6,68.49113
Water (ns),187.1666667,14.6,7.6,68.611341
Water (ns),252.5263158,14.6,7.6,68.61818333
Water (ns),43,14.8,7.6,68.98633
Water (ns),1248.5,14.8,7.6,68.61838333
Water (ns),288,15,7.6,68.62276
Water (ns),28.5,15.06,7.6,68.629961
Water (ns),2233.978261,15.2,7.6,68.6256
Water (ns),686,15.4,7.6,68.62538
Water (ns),373.1212121,15.4,7.6,68.611341
Water (ns),3012.339806,15.4,7.6,68.61838333
Water (ns),458.1111111,16.1,7.6,68.585
Water (ns),284.9767442,16.1,7.6,68.595875
Water (ns),520.1818182,16.1,7.6,68.585
Water (ns),209.4,16.4,7.6,68.53405
Water (ns),357.25,16.5,7.6,68.802636
Water (ns),522.8571429,16.6,7.6,68.61838333
Water (ns),465.5333333,16.8,7.6,68.611341
Water (ns),344.6363636,17.1,7.6,68.53698
Water (ns),577.4642857,17.5,7.6,68.86755
Water (ns),252.0909091,17.61,7.6,68.595875
Water (ns),385.3030303,17.66,7.6,68.609203
Water (ns),376.4411765,17.7,7.6,68.53327
Water (ns),328.3571429,17.77,7.6,68.609846
Water (ns),451.8837209,18.5,7.6,68.62538
Water (ns),422.8947368,19.4,7.6,68.87315
Water (ns),441.0192308,19.4,7.6,68.58333333
Water (ns),118.3333333,19.5,7.6,68.48625
Water (ns),502.2439024,20,7.6,68.97871
Soil (ns),1262.684932,14.4,7.62,55.873
Water (ns),263.7575758,4.2,7.63,53.167
Water (ns),333.0625,4.2,7.63,53.167
Water (ns),234.0333333,4.8,7.63,53.167
Water (ns),324.2040816,4.8,7.63,53.167
Water (ns),184.8846154,5.6,7.63,53.167
Water (ns),210.4642857,5.6,7.63,53.167
Water (s),428.8,10.18475,7.6308,12.083
Water (ns),417.4375,5.4,7.64,53.167
Water (ns),421.6764706,5.4,7.64,53.167
Water (ns),380.4,4.4,7.65,53.167
Water (ns),303.4411765,4.4,7.65,53.167
Water (ns),1068.436893,5,7.66,53.167
Water (ns),232.5,5,7.66,53.167
Water (ns),493,2.5141,7.667,46.993
Water (ns),303.1578947,4.8,7.68,53.167
Water (ns),291.0333333,4.8,7.68,53.167
Water (ns),533.9574468,13.12,7.68,55.905
Water (s),243.75,8.9626,7.6808,27.483
Water (ns),274,4.9,7.69,53.167
Water (ns),195.5652174,4.9,7.69,53.167
Water (ns),314.7368421,5.4,7.69,53.167
Water (ns),248.78125,5.4,7.69,53.167
Sediment (s),2735.798046,11,7.69,50.338
Sediment (s),2247.714286,11,7.69,50.338
Sediment (s),966.0410959,11,7.69,50.338
Sediment (s),2464.333333,11,7.69,50.338
Sediment (s),1020.614035,11,7.69,50.338
Sediment (s),2200.385475,11,7.69,50.338
Sediment (s),1377.285714,11,7.69,50.338
Sediment (s),1778.324607,11,7.69,50.338
Sediment (s),908.0365854,11,7.69,50.338
Sediment (s),1841.624161,11,7.69,50.338
Sediment (s),1544.161677,11,7.69,50.338
Sediment (s),1063.89313,12.1,7.69,50.338
Sediment (s),3495.264901,12.1,7.69,50.338
Sediment (s),2705.670391,12.1,7.69,50.338
Sediment (s),2210.115385,12.1,7.69,50.338
Sediment (s),2292.97191,12.1,7.69,50.338
Sediment (s),2330.641711,12.1,7.69,50.338
Sediment (s),2295.248062,12.1,7.69,50.338
Sediment (s),690.6396761,12.1,7.69,50.338
Sediment (s),1424.436508,12.1,7.69,50.338
Sediment (s),1637.78,12.1,7.69,50.338
Sediment (s),2005.279221,12.1,7.69,50.338
Water (s),324.8857143,10.0195,7.6903,22.983
Water (s),428.5844156,1.7723,7.6908,10.75
Water (ns),443.3863636,2.8119,7.691,47.606
Water (ns),2780.796875,4.2,7.7,68.178333
Water (ns),326.1764706,4.3,7.7,53.167
Water (ns),252.8409091,4.3,7.7,53.167
Water (ns),412.097561,5,7.7,68.625966
Water (ns),411.9545455,5.7,7.7,53.167
Water (ns),417.5,5.7,7.7,53.167
Water (ns),2964.042596,5.8,7.7,68.578643
Water (ns),4180.457306,6.1,7.7,68.59688333
Water (ns),286.3030303,6.61,7.7,68.629961
Water (ns),395.0967742,6.61,7.7,68.629961
Water (ns),801.7941176,6.9,7.7,68.6256
Water (ns),486.4782609,7.4,7.7,68.625966
Water (ns),1422.612245,7.6,7.7,68.622
Water (ns),423,7.62,7.7,68.609717
Water (ns),1259.735537,7.7,7.7,68.6256
Water (ns),5682.319149,8.1,7.7,68.60853333
Water (ns),735.3469388,9,7.7,68.49592
Water (ns),3461.317961,9.3,7.7,68.60853333
Water (ns),447.6382979,9.38,7.7,68.629961
Water (ns),3752.796909,9.4,7.7,68.622
Water (ns),851.5,9.6,7.7,68.61838333
Water (ns),419.0185185,9.72,7.7,68.600601
Water (ns),4190.486438,9.8,7.7,68.6
Water (ns),2207.2,10.5,7.7,68.673757
Water (ns),488.2162162,10.5,7.7,68.60853333
Water (ns),2360.942708,10.7,7.7,68.61838333
Water (ns),4451.207792,10.8,7.7,68.622
Water (ns),465.1304348,11,7.7,68.60853333
Water (s),195.0416667,11.2,7.7,70.08625
Water (ns),1640.566038,11.2,7.7,68.61838333
Water (ns),367.2340426,11.44,7.7,68.629961
Water (ns),2116.760355,11.5,7.7,68.6
Water (ns),1854.903846,11.6,7.7,68.61818333
Water (ns),2699.680451,12.1,7.7,68.6256
Water (ns),3915.8,12.1,7.7,68.60853333
Water (ns),2993.736364,12.1,7.7,68.6256
Water (ns),404.1276596,12.14,7.7,68.629961
Water (ns),866.1886792,12.6,7.7,68.61838333
Water (ns),796.4468085,12.7,7.7,68.60853333
Water (ns),983.362069,13,7.7,68.61818333
Water (ns),563.1875,13.52,7.7,68.629961
Water (ns),365.5384615,13.55,7.7,68.582062
Water (ns),257,13.59,7.7,68.582062
Water (ns),385,13.75,7.7,68.595875
Water (ns),65,13.9,7.7,68.60853333
Water (ns),780.3737374,14,7.7,68.673757
Water (ns),370.9375,14.06,7.7,68.629961
Water (ns),309.5675676,14.23,7.7,68.629961
Water (ns),394.1290323,14.23,7.7,68.629961
Water (ns),845.7142857,14.3,7.7,68.705
Water (ns),272.483871,14.36,7.7,68.629961
Water (ns),426.84,15.1,7.7,68.53698
Water (ns),140.5,15.4,7.7,68.60853333
Water (ns),466.55,15.7,7.7,68.611341
Water (ns),415.8333333,15.9,7.7,68.48625
Water (ns),325.8571429,16.14,7.7,68.629961
Water (ns),453.0857143,16.2,7.7,68.53327
Water (ns),328.1666667,16.2,7.7,68.50508
Water (ns),1046.466292,16.2,7.7,68.61838333
Water (ns),915.2470588,16.5,7.7,68.900986
Water (ns),460,16.5,7.7,68.70798
Water (ns),474.12,17.1,7.7,68.8264
Water (ns),19,17.5,7.7,68.49113
Water (ns),317.9642857,17.52,7.7,68.610529
Water (ns),491.5522388,17.6,7.7,68.48625
Water (ns),3355.66092,17.6,7.7,68.60853333
Water (ns),487.7,18.2,7.7,68.51007
Water (ns),555.3333333,20.5,7.7,68.79372
Water (ns),383.4666667,2.525,7.702,46.993
Water (ns),833.3253012,4.1,7.71,53.167
Water (ns),1128.00625,4.1,7.71,53.167
Water (s),373.0188679,2.2251,7.7189,36.5
Water (s),400.9,2.2251,7.7189,36.5
Water (ns),432.0645161,4.8,7.72,53.167
Water (ns),1115.567164,4.8,7.72,53.167
Water (s),499.3134328,2.139,7.7206,8.767
Water (ns),285,4.7,7.73,53.167
Water (ns),333.0909091,4.7,7.73,53.167
Water (ns),283,4.9,7.73,53.167
Water (ns),291.5,4.9,7.73,53.167
Water (s),488.1392405,3.517,7.731,14.733
Water (s),493.9259259,3.4789,7.732,8.767
Water (s),353.5932203,3.0838,7.7326,36.5
Water (s),461.4814815,3.4739,7.7334,10.75
Water (ns),294.7631579,4.6,7.74,53.167
Water (ns),356.2857143,4.6,7.74,53.167
Water (ns),731.3529412,12.88,7.74,55.905
Water (ns),452.4473684,4.2,7.75,53.167
Water (ns),749.1935484,4.2,7.75,53.167
Water (ns),223.8965517,5,7.75,53.167
Water (ns),209.0555556,5,7.75,53.167
Water (ns),268.7894737,5.4,7.75,53.167
Water (ns),360.4516129,5.4,7.75,53.167
Water (ns),307.4468085,2.558,7.752,46.993
Water (ns),318.1714286,4.6,7.76,53.167
Water (ns),400.3076923,2.7887,7.762,47.606
Water (ns),418.5084746,3.7,7.77,53.167
Water (ns),690.3802817,3.7,7.77,53.167
Water (ns),301.8857143,4.7,7.77,53.167
Water (ns),225.1052632,4.7,7.77,53.167
Water (ns),3345.745318,11.9,7.77,68.922878
Water (ns),387.4285714,2.5661,7.772,46.993
Water (ns),512.6206897,3.3379,7.78,47.606
Water (ns),535.0338983,3.3463,7.78,47.606
Water (ns),328,4.2,7.78,53.167
Water (ns),456.3469388,4.2,7.78,53.167
Water (ns),290.7307692,4.9,7.78,53.167
Water (ns),329.1304348,6,7.78,53.1
Water (ns),278,6,7.78,53.1
Water (ns),244.3703704,6,7.78,53.1
Water (ns),204.7631579,6,7.78,53.1
Water (ns),1448.295181,13.54,7.78,55.905
Water (ns),1279.521739,13.7,7.78,55.905
Water (ns),385,2.5673,7.782,46.993
Water (ns),396.2692308,2.5709,7.782,46.993
Water (ns),445.5,2.555,7.787,47.371
Water (ns),358.5294118,4.7,7.79,53.167
Water (ns),427.6086957,4.7,7.79,53.167
Water (ns),339.6829268,5,7.79,53.167
Water (ns),515.2,5,7.79,53.167
Water (ns),1075.860759,20.4,7.79,53.517
Water (ns),457.4117647,20.4,7.79,53.517
Water (ns),306.0909091,4,7.8,53.167
Water (ns),327.1707317,4,7.8,53.167
Water (ns),4043.901857,4.4,7.8,68.622
Water (ns),595.6923077,4.5,7.8,53.167
Water (ns),498.2439024,4.5,7.8,53.167
Water (ns),4643.574074,4.6,7.8,68.60853333
Water (ns),478.4117647,4.7,7.8,53.167
Water (ns),406.0188679,4.7,7.8,53.167
Water (ns),242.6774194,4.8,7.8,53.167
Water (s),128.8333333,5.2,7.8,70.06601667
Water (ns),3720.716216,5.9,7.8,68.57366667
Sediment (s),434.2432432,6,7.8,58.322
Sediment (s),445.0967742,6,7.8,58.322
Sediment (s),318.6341463,6,7.8,58.322
Sediment (s),281.0454545,6,7.8,58.322
Sediment (s),189.8823529,6,7.8,58.322
Sediment (s),188.5,6,7.8,58.322
Sediment (s),199.6666667,6,7.8,58.322
Sediment (s),123.25,6,7.8,58.322
Sediment (s),117.5882353,6,7.8,58.322
Sediment (s),505.4782609,6,7.8,58.322
Sediment (s),430.3225806,6,7.8,58.322
Sediment (s),429.0357143,6,7.8,58.322
Sediment (s),492.4347826,6,7.8,58.322
Sediment (s),145.7692308,6,7.8,58.322
Sediment (s),185.0526316,6,7.8,58.322
Sediment (s),133.75,6,7.8,58.322
Sediment (s),141.7142857,6,7.8,58.322
Sediment (s),1208,6,7.8,58.322
Sediment (s),1180.527273,6,7.8,58.322
Sediment (s),1111.62931,6,7.8,58.322
Sediment (s),1262.065217,6,7.8,58.322
Sediment (s),1200.888112,6,7.8,58.322
Sediment (s),1307.021277,6,7.8,58.322
Sediment (s),1132.226891,6,7.8,58.322
Sediment (s),1042.508475,6,7.8,58.322
Sediment (s),1084.828125,6,7.8,58.322
Sediment (s),1154.074627,6,7.8,58.322
Sediment (s),1124.079137,6,7.8,58.322
Sediment (s),1076.795082,6,7.8,58.322
Sediment (s),961.3839286,6,7.8,58.322
Sediment (s),1101.529412,6,7.8,58.322
Sediment (s),1036.373984,6,7.8,58.322
Sediment (s),1143.28125,6,7.8,58.322
Sediment (s),1122.262295,6,7.8,58.322
Sediment (s),1033.103093,6,7.8,58.322
Sediment (s),1287.3,6,7.8,58.322
Sediment (s),1055.28866,6,7.8,58.322
Sediment (s),1057.886792,6,7.8,58.322
Sediment (s),1012.230769,6,7.8,58.322
Sediment (s),1006.391304,6,7.8,58.322
Sediment (s),698.2222222,6,7.8,58.322
Sediment (s),899.5263158,6,7.8,58.322
Sediment (s),1404.109489,6,7.8,58.322
Sediment (s),926.4845361,6,7.8,58.322
Water (ns),2385.78852,6.8,7.8,68.611514
Water (ns),2590.372807,7,7.8,68.6256
Water (s),122.0714286,7.4,7.8,69.6344
Water (ns),42.25,7.4,7.8,68.622
Water (ns),468,7.8,7.8,68.611341
Water (ns),349.25,7.85,7.8,53.167
Water (ns),666.1956522,7.87,7.8,68.609717
Water (ns),5258.947248,7.9,7.8,68.6
Water (ns),362.5769231,8.65,7.8,68.582062
Water (ns),425.6923077,8.8,7.8,68.49113
Water (s),193.5882353,9.4,7.8,70.08713333
Water (ns),374.05,11.1,7.8,68.622
Water (ns),285.8823529,11.11,7.8,68.582062
Water (ns),371.7,11.15,7.8,68.629961
Water (ns),101.3333333,11.71,7.8,68.629961
Water (ns),358.8571429,11.73,7.8,68.629961
Water (ns),3664.090909,12.3,7.8,68.60853333
Water (ns),539.6304348,12.3,7.8,68.609717
Water (ns),1558.253521,12.8,7.8,68.57366667
Water (ns),381.3488372,12.8,7.8,68.629961
Water (ns),363.2631579,12.82,7.8,68.629961
Water (ns),490.2702703,12.82,7.8,68.629961
Water (ns),481.3333333,12.9,7.8,68.70166667
Water (ns),2379.503448,13.3,7.8,68.61838333
Water (ns),1605.4,13.6,7.8,68.61838333
Water (ns),174.6666667,13.7,7.8,69.58333333
Water (ns),804.5052632,13.8,7.8,68.61838333
Water (ns),2913.288703,13.8,7.8,68.61838333
Water (ns),459.8,13.8,7.8,68.70333333
Water (ns),310.0909091,14,7.8,68.60853333
Water (ns),1662.5,14,7.8,68.61838333
Water (ns),461.6428571,14,7.8,68.629961
